Pincode,Prepaid,Reverse Pickup,COD,City,State Code,Express TAT,Surface TAT,Zone,BD-Zone,BD-State Code,BD-serviceable status
673644,Y,Y,Y,Areacode,KL,2,5,D2,No service,No service,EDL /ODA
212202,Y,Y,Y,Saray Ankil,UP,2,2,D1,No service,No service,0
784026,Y,Y,Y,Chariduar,AS,3,4,E,No service,No service,EDL /ODA
415104,Y,Y,Y,Karad,MH,3,4,D2,No service,No service,EDL /ODA
637015,Y,Y,Y,Namakkal,TN,3,4,D2,No service,No service,EDL /ODA
695003,Y,Y,Y,Thiruvananthapuram,KL,3,5,D2,SOUTH,TRV,Yes
638458,Y,Y,Y,Erode,TN,3,4,D2,No service,No service,EDL /ODA
415710,Y,Y,Y,Khed,MH,3,4,D2,No service,No service,EDL /ODA
505490,Y,Y,Y,Huzurabad,TS,3,4,D2,No service,No service,EDL /ODA
226012,Y,Y,Y,Lucknow,UP,2,2,D1,NORTH,LCK,Yes
495551,Y,Y,Y,Bilaspur,CG,3,4,D1,WEST,BLP,Yes
518508,Y,Y,Y,Velgodu,AP,3,4,D2,No service,No service,EDL /ODA
759018,Y,Y,Y,Kamakhyanagar,OR,3,4,D2,No service,No service,EDL /ODA
144418,Y,Y,Y,Phagwara,PB,2,2,B,No service,No service,EDL /ODA
670004,Y,Y,Y,Kannur,KL,3,5,D2,SOUTH,CAA,Yes
177601,Y,Y,Y,Jahu,HP,2,3,E,No service,No service,EDL /ODA
388215,Y,Y,Y,Umreth,GJ,2,3,D1,No service,No service,EDL /ODA
852202,Y,Y,Y,Saharsa,BR,3,3,D1,No service,No service,0
787058,Y,Y,Y,Dhemaji,AS,2,6,E,No service,No service,EDL /ODA
172102,Y,Y,Y,Jeori,HP,4,4,E,No service,No service,EDL /ODA
786170,Y,Y,Y,Tinsukia,AS,2,6,E,EAST,TIN,Yes
700145,Y,Y,Y,Baruipur,WB,3,3,C2,EAST,GRI,Yes
263621,Y,Y,Y,Dwarahat,UK,3,3,B,No service,No service,EDL /ODA
180003,Y,Y,Y,Jammu,JK,2,3,E,NORTH,MSB,Yes
516391,Y,Y,Y,Pulivendula,AP,3,4,D2,SOUTH,PVA,Yes
174316,Y,Y,Y,Amb,HP,2,3,E,No service,No service,EDL /ODA
788711,Y,Y,Y,Karimganj,AS,3,5,E,No service,No service,EDL /ODA
251310,Y,Y,Y,Muzaffarnagar,UP,2,2,B,No service,No service,EDL /ODA
243601,Y,Y,Y,Budaun,UP,2,2,B,No service,No service,EDL /ODA
736175,Y,Y,Y,Dinhata,WB,2,4,D2,No service,No service,EDL /ODA
768020,Y,Y,Y,Sambalpur,OR,2,4,D1,No service,No service,EDL /ODA
533291,Y,Y,Y,Rajahmundry,AP,3,4,D2,No service,No service,EDL /ODA
523184,Y,Y,Y,Chirala,AP,3,4,D2,No service,No service,EDL /ODA
845413,Y,Y,Y,Chakia,BR,3,3,D1,No service,No service,EDL /ODA
281403,Y,Y,Y,Chhata,UP,2,2,B,No service,No service,EDL /ODA
143503,Y,Y,Y,Batala,PB,2,2,B,No service,No service,0
721429,Y,Y,Y,Contai,WB,2,4,D2,No service,No service,EDL /ODA
177301,Y,Y,Y,Nadaun,HP,3,3,E,No service,No service,EDL /ODA
713428,Y,Y,Y,Guskhara,WB,2,3,D1,EAST,BRW,Yes
533217,Y,Y,Y,Amalapuram,AP,3,4,D2,No service,No service,EDL /ODA
506003,Y,Y,Y,Warangal,TS,3,4,D2,SOUTH,GNP,Yes
635113,Y,Y,Y,Denkanikottai,TN,2,4,#N/A,No service,No service,EDL /ODA
508112,Y,Y,Y,Ramannapeta,TS,2,4,D2,No service,No service,EDL /ODA
396403,Y,Y,Y,Navsari,GJ,2,3,D1,No service,No service,EDL /ODA
383245,Y,Y,Y,Bhiloda,GJ,3,3,D1,No service,No service,EDL /ODA
451225,Y,Y,Y,Maheshwar,MP,2,3,D1,No service,No service,EDL /ODA
509216,Y,Y,Y,Shadnagar,TS,3,4,D2,No service,No service,EDL /ODA
423603,Y,Y,Y,Kopargaon,MH,3,4,D1,No service,No service,EDL /ODA
583212,Y,Y,Y,Hagaribommanahalli,KA,3,5,D2,No service,No service,EDL /ODA
695557,Y,Y,Y,Nedumangad,KL,3,5,D2,No service,No service,EDL /ODA
391165,Y,Y,Y,Chhota Udaipur,GJ,3,3,D1,No service,No service,EDL /ODA
638476,Y,Y,Y,Erode,TN,3,4,D2,No service,No service,EDL /ODA
742304,Y,Y,Y,Domkal,WB,3,4,D2,No service,No service,EDL /ODA
793109,Y,Y,Y,Pynursla,ML,3,4,E,No service,No service,EDL /ODA
843330,Y,Y,Y,Sonbarsa,BR,3,3,D1,No service,No service,EDL /ODA
673311,Y,Y,Y,Mahe,KL,3,5,#N/A,No service,No service,EDL /ODA
415406,Y,Y,Y,Islampur,MH,2,4,D2,No service,No service,EDL /ODA
327001,Y,Y,Y,Banswara,RJ,3,3,D1,No service,No service,EDL /ODA
670314,Y,Y,Y,Kannur,KL,3,5,D2,No service,No service,0
732147,Y,Y,Y,Malda,WB,4,4,D2,No service,No service,EDL /ODA
431746,Y,Y,Y,Mukhed,MH,3,4,D2,No service,No service,EDL /ODA
146109,Y,Y,Y,Garhshanker,PB,2,2,B,No service,No service,EDL /ODA
382820,Y,Y,Y,Vijapur,GJ,3,4,D1,No service,No service,EDL /ODA
803204,Y,Y,Y,Chandi,BR,2,3,D1,No service,No service,0
495220,Y,Y,Y,Bilaspur,CG,3,4,D1,WEST,BLP,Yes
682000,Y,Y,Y,Cochin,KL,2,5,D2,SOUTH,COK,Yes
770022,Y,Y,Y,Bamra,OR,2,4,D1,No service,No service,EDL /ODA
638008,Y,Y,Y,Erode,TN,3,4,D2,SOUTH,PPY,Yes
629701,Y,Y,Y,Azhagappapuram,TN,3,5,D2,No service,No service,EDL /ODA
486882,Y,Y,Y,Chitrangi,MP,3,3,#N/A,No service,No service,EDL /ODA
413721,Y,Y,Y,Shrirampur,MH,3,4,D1,No service,No service,EDL /ODA
843311,Y,Y,Y,Runnisaidpur,BR,3,3,D1,No service,No service,EDL /ODA
425307,Y,Y,Y,Bhusawal,MH,3,4,D1,No service,No service,EDL /ODA
813112,Y,Y,Y,Bhagalpur,BR,3,3,D1,No service,No service,EDL /ODA
829125,Y,Y,Y,Patratu,JH,2,3,D1,No service,No service,EDL /ODA
754210,Y,Y,Y,Kendrapara,OR,3,4,D2,No service,No service,EDL /ODA
383335,Y,Y,Y,Bayad,GJ,3,3,D1,No service,No service,EDL /ODA
851204,Y,Y,Y,Khagaria,BR,3,4,D1,No service,No service,EDL /ODA
606803,Y,Y,Y,Polur,TN,3,4,D2,No service,No service,EDL /ODA
781001,Y,Y,Y,Guwahati,AS,3,4,E,EAST,GAU,Yes
177033,Y,Y,Y,Nadaun,HP,3,3,E,No service,No service,EDL /ODA
573201,Y,Y,Y,Hassan,KA,3,5,D2,SOUTH,HAS,Yes
486889,Y,Y,Y,Singrauli,MP,3,3,D1,No service,No service,EDL /ODA
603001,Y,Y,Y,Chengalpattu,TN,3,4,D2,No service,No service,EDL /ODA
174317,Y,Y,Y,Una-HP,HP,2,2,E,No service,No service,EDL /ODA
532215,Y,Y,Y,Tekkali,AP,2,4,D2,No service,No service,EDL /ODA
477116,Y,Y,Y,Gohad,MP,#N/A,#N/A,#N/A,WEST,GWL,Yes
577139,Y,Y,Y,Sringeri,KA,3,4,D2,No service,No service,EDL /ODA
394655,Y,Y,Y,Songadh,GJ,2,3,D1,No service,No service,EDL /ODA
626128,Y,Y,Y,Sivakasi,TN,3,5,D2,No service,No service,EDL /ODA
741402,Y,Y,Y,Ranaghat,WB,3,4,D2,EAST,RNA,Yes
712504,Y,Y,Y,Bandel,WB,#N/A,#N/A,#N/A,No service,No service,EDL /ODA
473662,Y,Y,Y,Karera-MP,MP,3,3,B,No service,No service,EDL /ODA
249194,Y,Y,Y,Uttarkashi,UK,3,3,B,No service,No service,EDL /ODA
756124,Y,Y,Y,Bhadrak,OR,3,4,D2,No service,No service,EDL /ODA
144508,Y,Y,Y,Nawanshahr,PB,2,2,B,No service,No service,0
627251,Y,Y,Y,Tirunelveli,TN,3,5,D2,No service,No service,0
605801,Y,Y,Y,Sankarapuram,TN,3,4,D2,No service,No service,EDL /ODA
642109,Y,Y,Y,Pollachi,TN,2,4,D2,SOUTH,KEA,Yes
743144,Y,Y,Y,Barrackpore,WB,3,4,D2,No service,No service,EDL /ODA
274208,Y,Y,Y,Barhalganj,UP,3,3,D1,No service,No service,EDL /ODA
638668,Y,Y,Y,Annur,TN,2,4,D2,No service,No service,0
305009,Y,Y,Y,Ajmer,RJ,3,3,B,No service,No service,EDL /ODA
637405,Y,Y,Y,Namakkal,TN,3,4,D2,No service,No service,0
742409,Y,Y,Y,Domkal,WB,3,4,D2,No service,No service,EDL /ODA
383250,Y,Y,Y,Modasa,GJ,3,3,D1,No service,No service,EDL /ODA
415308,Y,Y,Y,Atapadi,MH,3,4,D2,No service,No service,EDL /ODA
246443,Y,Y,Y,Joshimath,UK,3,3,D1,No service,No service,EDL /ODA
848502,Y,Y,Y,Mohiuddin Nagar,BR,2,3,D1,No service,No service,EDL /ODA
506244,Y,Y,Y,Ghanpur,TS,3,4,D2,No service,No service,EDL /ODA
828131,Y,Y,Y,Dhanbad,JH,3,3,D1,No service,No service,EDL /ODA
585238,Y,Y,Y,Chittapur,KA,3,4,D2,No service,No service,0
620027,Y,Y,Y,Tiruchi,TN,3,5,D2,No service,No service,EDL /ODA
145022,Y,Y,Y,Pathankot,PB,3,3,B,No service,No service,EDL /ODA
444409,Y,Y,Y,Mangrulpir,MH,3,3,D1,No service,No service,EDL /ODA
795104,Y,Y,Y,Tadubi,MN,5,6,F,No service,No service,0
190019,Y,Y,Y,Srinagar,JK,3,5,F,No service,No service,0
122010,Y,Y,Y,Gurgaon,HR,1,1,A,NORTH,GGN,Yes
311204,Y,Y,Y,Badnaur,RJ,3,3,B,No service,No service,EDL /ODA
396301,Y,Y,Y,Bilimora,GJ,2,3,D1,No service,No service,0
466448,Y,Y,Y,Bareli,MP,2,3,D1,No service,No service,EDL /ODA
224138,Y,Y,Y,Ayodhya,UP,#N/A,#N/A,#N/A,No service,No service,0
242402,Y,Y,Y,Khutar,UP,2,2,B,No service,No service,0
515834,Y,Y,Y,Uravakonda,AP,3,4,D2,No service,No service,EDL /ODA
571454,Y,Y,Y,Krishnarajpet,KA,3,5,D2,No service,No service,EDL /ODA
623713,Y,Y,Y,Thiruvadanai,TN,3,5,D2,No service,No service,0
450119,Y,Y,Y,Mundi,MP,2,3,D1,No service,No service,EDL /ODA
473444,Y,Y,Y,Mungaoli,MP,3,3,D1,No service,No service,EDL /ODA
534176,Y,Y,Y,Nallajerla,AP,3,4,D2,No service,No service,0
754113,Y,Y,Y,Balikuda,OR,2,4,D2,No service,No service,EDL /ODA
757091,Y,Y,Y,Jashipur,OR,3,4,D2,No service,No service,EDL /ODA
276138,Y,Y,Y,Jiyanpur,UP,3,3,D1,No service,No service,EDL /ODA
741316,Y,Y,Y,Nabadwip,WB,3,4,D2,No service,No service,EDL /ODA
722179,Y,Y,Y,Bankura,WB,2,3,D1,No service,No service,EDL /ODA
306708,Y,Y,Y,Sumerpur,RJ,3,3,D1,No service,No service,EDL /ODA
571232,Y,Y,Y,Kushalnagar,KA,3,5,#N/A,No service,No service,EDL /ODA
680014,Y,Y,Y,Thrissur,KL,3,5,D2,No service,No service,EDL /ODA
635752,Y,Y,Y,Ambur,TN,3,4,D2,No service,No service,EDL /ODA
262901,Y,Y,Y,Nighasan,UP,3,3,B,No service,No service,EDL /ODA
125075,Y,Y,Y,Ellenabad,HR,2,2,B,No service,No service,EDL /ODA
678547,Y,Y,Y,Pazhayannur,KL,4,5,D2,No service,No service,EDL /ODA
474004,Y,Y,Y,Gwalior,MP,2,2,B,WEST,GWL,Yes
491340,Y,Y,Y,Bhatapara,CG,2,4,D1,No service,No service,EDL /ODA
734100,Y,Y,Y,Darjeeling,WB,2,3,D2,No service,No service,0
462007,Y,Y,Y,Bhopal,MP,2,3,D1,WEST,BHO,Yes
733143,Y,Y,Y,Itahar,WB,3,4,D1,No service,No service,EDL /ODA
123303,Y,Y,Y,Jhajjar,HR,2,2,A,No service,No service,EDL /ODA
626154,Y,Y,Y,Rajapalayam,TN,3,5,D2,No service,No service,EDL /ODA
801502,Y,Y,Y,Danapur,BR,2,3,#N/A,No service,No service,0
210128,Y,Y,Y,Baberu,UP,2,2,D1,No service,No service,EDL /ODA
680309,Y,Y,Y,Chalakudy,KL,3,5,D2,No service,No service,EDL /ODA
695583,Y,Y,Y,Kazhakkoottam,KL,3,5,D2,No service,No service,EDL /ODA
605005,Y,Y,Y,Pondicherry,PU,2,4,D2,SOUTH,PON,Yes
682024,Y,Y,Y,Elamakkara,KL,3,5,D2,SOUTH,COK,Yes
853203,Y,Y,Y,Naugachia,BR,3,3,D1,No service,No service,0
571218,Y,Y,Y,Virajpet,KA,3,5,D2,No service,No service,EDL /ODA
272205,Y,Y,Y,Naugarh,UP,3,3,D1,No service,No service,EDL /ODA
679583,Y,Y,Y,Tirur,KL,2,5,D2,No service,No service,EDL /ODA
680566,Y,Y,Y,Irinjalakuda,KL,3,5,D2,No service,No service,EDL /ODA
401305,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
713432,Y,Y,Y,Guskhara,WB,2,3,D1,No service,No service,EDL /ODA
383327,Y,Y,Y,Bayad,GJ,3,3,D1,No service,No service,EDL /ODA
685608,Y,Y,Y,Thodupuzha,KL,2,5,D2,No service,No service,EDL /ODA
247773,Y,Y,Y,Shamli,UP,2,2,B,No service,No service,EDL /ODA
521163,Y,Y,Y,Vuyyuru,AP,3,4,D2,No service,No service,EDL /ODA
534281,Y,Y,Y,Narsapur,AP,3,4,#N/A,No service,No service,EDL /ODA
802111,Y,Y,Y,Dumraon,BR,3,3,D1,No service,No service,EDL /ODA
131304,Y,Y,Y,Gohana,HR,2,2,B,No service,No service,EDL /ODA
322030,Y,Y,Y,Bonli,RJ,2,2,B,No service,No service,EDL /ODA
247453,Y,Y,Y,Nanauta,UP,2,2,#N/A,No service,No service,EDL /ODA
402204,Y,Y,Y,Alibag,MH,3,3,D2,No service,No service,EDL /ODA
621707,Y,Y,Y,Ariyalur,TN,3,5,D2,No service,No service,EDL /ODA
423207,Y,Y,Y,Malegaon,MH,3,4,D1,No service,No service,0
583215,Y,Y,Y,Hospet,KA,3,4,D2,No service,No service,EDL /ODA
826002,Y,Y,Y,Dhanbad,JH,3,3,D1,No service,No service,0
673613,Y,Y,Y,Balussery,KL,2,5,#N/A,No service,No service,EDL /ODA
442404,Y,Y,Y,Chandrapur,MH,2,3,D1,WEST,CHD,Yes
210506,Y,Y,Y,Muskara,UP,2,2,#N/A,No service,No service,EDL /ODA
700010,Y,Y,Y,Kolkata,WB,2,3,C2,EAST,CCU,Yes
415639,Y,Y,Y,Ratnagiri,MH,3,4,D2,No service,No service,EDL /ODA
591317,Y,Y,Y,Chikodi,KA,3,4,D2,No service,No service,EDL /ODA
444908,Y,Y,Y,Warud,MH,2,3,D1,No service,No service,EDL /ODA
676105,Y,Y,Y,Tirur,KL,2,5,D2,No service,No service,EDL /ODA
444801,Y,Y,Y,Amravati,MH,2,3,D1,No service,No service,EDL /ODA
533264,Y,Y,Y,Mandapeta,AP,3,4,D2,No service,No service,EDL /ODA
768035,Y,Y,Y,Padampur,OR,2,4,D1,No service,No service,EDL /ODA
332706,Y,Y,Y,Khandela,RJ,2,2,B,No service,No service,EDL /ODA
415504,Y,Y,Y,Koregaon,MH,3,4,D2,No service,No service,EDL /ODA
841426,Y,Y,Y,Bhore,BR,3,3,D1,EAST,GPG,Yes
232101,Y,Y,Y,Chandauli,UP,3,3,D1,No service,No service,EDL /ODA
802103,Y,Y,Y,Buxar,BR,3,3,D1,No service,No service,EDL /ODA
631001,Y,Y,Y,Arakkonam,TN,2,4,D2,No service,No service,EDL /ODA
737133,Y,Y,Y,Rongli,SK,3,4,E,No service,No service,0
571432,Y,Y,Y,Nagamangala,KA,3,5,D2,No service,No service,EDL /ODA
204101,Y,Y,Y,Hathras,UP,2,2,B,No service,No service,EDL /ODA
243301,Y,Y,Y,Aonla,UP,2,2,B,No service,No service,EDL /ODA
626124,Y,Y,Y,Sivakasi,TN,3,5,D2,SOUTH,SIV,Yes
759111,Y,Y,Y,Angul,OR,3,4,D2,No service,No service,EDL /ODA
127310,Y,Y,Y,Charkhi Dadri,HR,2,2,B,No service,No service,EDL /ODA
641064,Y,Y,Y,Coimbatore,TN,2,4,D2,No service,No service,0
673021,Y,Y,Y,Kozhikode,KL,2,5,D2,SOUTH,CLT,Yes
741247,Y,Y,Y,Ranaghat,WB,3,4,D2,No service,No service,EDL /ODA
364140,Y,Y,Y,Talaja,GJ,3,4,#N/A,No service,No service,EDL /ODA
762110,Y,Y,Y,Balliguda,OR,3,4,D2,No service,No service,EDL /ODA
424206,Y,Y,Y,Jamner,MH,3,4,D1,No service,No service,0
534146,Y,Y,Y,Tadepalligudem,AP,3,4,D2,SOUTH,TPQ,Yes
209621,Y,Y,Y,Farrukhabad,UP,2,2,B,No service,No service,EDL /ODA
509375,Y,Y,Y,Achampet,TS,3,4,D2,No service,No service,0
440027,Y,Y,Y,Nagpur,MH,2,3,D1,WEST,NGP,Yes
504205,Y,Y,Y,Jannaram,TS,3,4,#N/A,No service,No service,0
518463,Y,Y,Y,Yemmiganur,AP,3,4,D2,No service,No service,0
134152,Y,Y,Y,Zirakpur,PB,2,2,B,No service,No service,0
124127,Y,Y,Y,Meham,HR,2,2,B,No service,No service,0
205247,Y,Y,Y,Mainpuri,UP,2,2,B,No service,No service,EDL /ODA
391460,Y,Y,Y,Vadodara,GJ,2,3,D1,No service,No service,EDL /ODA
277216,Y,Y,Y,Bariya,UP,3,3,D1,No service,No service,0
623206,Y,Y,Y,Karaikudi,TN,3,5,D2,No service,No service,0
686642,Y,Y,Y,Kottayam,KL,3,5,D2,No service,No service,EDL /ODA
571235,Y,Y,Y,Shanivarasanthe,KA,3,5,D2,No service,No service,EDL /ODA
380001,Y,Y,Y,Ahmedabad,GJ,2,3,C1,WEST,AHD,Yes
638103,Y,Y,Y,Sathyamangalam,TN,3,4,D2,No service,No service,EDL /ODA
638202,Y,Y,Y,Tirupur,TN,2,4,D2,No service,No service,0
331501,Y,Y,Y,Sujangarh,RJ,2,2,B,No service,No service,EDL /ODA
841410,Y,Y,Y,Mashrakh,BR,2,3,D1,No service,No service,0
683512,Y,Y,Y,North Paravur,KL,3,5,D2,No service,No service,EDL /ODA
606302,Y,Y,Y,Virudhachalam,TN,3,4,D2,No service,No service,EDL /ODA
689513,Y,Y,Y,Adoor,KL,3,5,D2,No service,No service,EDL /ODA
785623,Y,Y,Y,Golaghat,AS,3,5,E,No service,No service,0
245201,Y,Y,Y,Hapur,UP,2,2,B,No service,No service,EDL /ODA
785680,Y,Y,Y,Teok,AS,3,5,E,No service,No service,EDL /ODA
402122,Y,Y,Y,Mangaon,MH,3,3,#N/A,No service,No service,EDL /ODA
624621,Y,Y,Y,Palani,TN,3,5,D2,No service,No service,EDL /ODA
814158,Y,Y,Y,Poriyahat,JH,3,3,D1,No service,No service,EDL /ODA
534197,Y,Y,Y,Tadepalligudem,AP,3,4,D2,SOUTH,TPQ,Yes
673309,Y,Y,Y,Mahe,KL,3,5,#N/A,No service,No service,0
759017,Y,Y,Y,Bhuban,OR,3,4,D2,No service,No service,EDL /ODA
731247,Y,Y,Y,Nanoor,WB,3,3,D1,No service,No service,EDL /ODA
689108,Y,Y,Y,Tiruvalla,KL,3,5,D2,No service,No service,EDL /ODA
742167,Y,Y,Y,Baharampur,WB,2,4,D2,No service,No service,0
673505,Y,Y,Y,Thalassery,KL,3,5,D2,No service,No service,EDL /ODA
742136,Y,Y,Y,Khargram,WB,2,4,D1,No service,No service,EDL /ODA
602022,Y,Y,Y,Puttur-AP,AP,3,4,D2,No service,No service,EDL /ODA
691315,Y,Y,Y,Ayoor,KL,3,5,D2,No service,No service,EDL /ODA
573120,Y,Y,Y,Ramanathapura,KA,3,5,D2,No service,No service,EDL /ODA
400061,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
173026,Y,Y,Y,Nahan,HP,2,2,E,No service,No service,EDL /ODA
305415,Y,Y,Y,Kekri,RJ,3,3,B,No service,No service,EDL /ODA
641697,Y,Y,Y,Annur,TN,2,4,D2,No service,No service,EDL /ODA
627657,Y,Y,Y,Thisayanvilai,TN,3,5,D2,No service,No service,EDL /ODA
782105,Y,Y,Y,Morigaon,AS,3,4,E,No service,No service,EDL /ODA
458888,Y,Y,Y,Garoth,MP,2,3,D1,No service,No service,EDL /ODA
230139,Y,Y,Y,Lalganj Ajhara,UP,2,2,D1,No service,No service,EDL /ODA
384120,Y,Y,Y,Unjha,GJ,3,4,D1,No service,No service,EDL /ODA
752080,Y,Y,Y,Nayagarh,OR,2,4,D2,No service,No service,EDL /ODA
243502,Y,Y,Y,Bareilly,UP,2,2,B,No service,No service,EDL /ODA
515159,Y,Y,Y,Mudigubba,AP,3,4,D2,No service,No service,EDL /ODA
175052,Y,Y,Y,Mandi,HP,3,3,E,No service,No service,EDL /ODA
623403,Y,Y,Y,Thiruvadanai,TN,3,5,D2,No service,No service,EDL /ODA
209202,Y,Y,Y,Rasulabad,UP,2,2,B,No service,No service,EDL /ODA
627359,Y,Y,Y,Tirunelveli,TN,3,5,D2,No service,No service,EDL /ODA
274702,Y,Y,Y,Salempur,UP,3,3,D1,No service,No service,EDL /ODA
561209,Y,Y,Y,Bagepalli,KA,3,4,D2,No service,No service,EDL /ODA
584121,Y,Y,Y,Kushtagi,KA,3,4,D2,No service,No service,EDL /ODA
577589,Y,Y,Y,Davangere,KA,2,5,D2,No service,No service,EDL /ODA
605104,Y,Y,Y,Marakkanam,TN,2,4,D2,SOUTH,PON,Yes
591510,Y,Y,Y,Chikodi,KA,3,4,D2,No service,No service,0
387331,Y,Y,Y,Umreth,GJ,2,3,D1,No service,No service,EDL /ODA
148031,Y,Y,Y,Sunam,PB,2,2,B,No service,No service,EDL /ODA
584170,Y,Y,Y,Raichur,KA,3,4,D2,No service,No service,EDL /ODA
455459,Y,Y,Y,Khategaon,MP,2,3,D1,No service,No service,EDL /ODA
574214,Y,Y,Y,Belthangady,KA,3,4,D2,No service,No service,EDL /ODA
444719,Y,Y,Y,Dharni,MH,3,3,D1,No service,No service,EDL /ODA
171008,Y,Y,Y,Shimla,HP,3,3,E,No service,No service,EDL /ODA
500047,Y,Y,Y,Hyderabad,TS,2,3,C2,SOUTH,HYD,Yes
688546,Y,Y,Y,Alappuzha,KL,3,5,D2,No service,No service,EDL /ODA
506367,Y,Y,Y,Cherial,TS,2,4,C2,No service,No service,EDL /ODA
370640,Y,Y,Y,Naliya,GJ,3,4,D1,No service,No service,EDL /ODA
450445,Y,Y,Y,Burhanpur,MP,3,4,D1,No service,No service,EDL /ODA
805113,Y,Y,Y,Pakribarwan,BR,3,3,D1,No service,No service,EDL /ODA
382160,Y,Y,Y,Viramgam,GJ,2,3,D1,No service,No service,0
365665,Y,Y,Y,Amreli,GJ,3,4,D1,No service,No service,EDL /ODA
321632,Y,Y,Y,Rajgarh-RJ,RJ,2,2,B,No service,No service,0
415729,Y,Y,Y,Shringartali,MH,3,4,D2,No service,No service,EDL /ODA
431114,Y,Y,Y,Sillod,MH,2,4,D1,No service,No service,EDL /ODA
272206,Y,Y,Y,Naugarh,UP,3,3,D1,No service,No service,EDL /ODA
581400,Y,Y,Y,Mallapur,KA,3,4,D2,No service,No service,EDL /ODA
517644,Y,Y,Y,Srikalahasti,AP,3,5,D2,SOUTH,KHT,Yes
443102,Y,Y,Y,Malkapur,MH,3,4,D1,No service,No service,EDL /ODA
626140,Y,Y,Y,Sivakasi,TN,3,5,D2,No service,No service,EDL /ODA
394170,Y,Y,Y,Kosamba,GJ,2,3,D1,No service,No service,EDL /ODA
723154,Y,Y,Y,Bhaddi,WB,2,3,D1,No service,No service,EDL /ODA
210426,Y,Y,Y,Mahoba,UP,2,2,D1,No service,No service,EDL /ODA
455440,Y,Y,Y,Khategaon,MP,2,3,D1,No service,No service,EDL /ODA
284406,Y,Y,Y,Mahrauni,UP,3,3,D1,No service,No service,EDL /ODA
786147,Y,Y,Y,Tinsukia,AS,2,6,E,EAST,TIN,Yes
722142,Y,Y,Y,Barjora,WB,3,3,D1,No service,No service,EDL /ODA
767037,Y,Y,Y,Titilagarh,OR,3,4,D1,No service,No service,EDL /ODA
812009,Y,Y,Y,Bhagalpur,BR,3,3,D1,No service,No service,0
230140,Y,Y,Y,Lalganj Ajhara,UP,2,2,D1,No service,No service,EDL /ODA
173205,Y,Y,Y,Baddi,HP,2,2,E,NORTH,BDI,Yes
793008,Y,Y,Y,Shillong,ML,3,4,E,No service,No service,EDL /ODA
854115,Y,Y,Y,Katihar,BR,3,3,D1,No service,No service,EDL /ODA
533260,Y,Y,Y,Draksharamam,AP,3,4,D2,No service,No service,EDL /ODA
505450,Y,Y,Y,Koratla,TS,3,4,D1,No service,No service,EDL /ODA
322216,Y,Y,Y,Nadoti,RJ,3,3,B,No service,No service,EDL /ODA
464220,Y,Y,Y,Ganj Basoda,MP,2,3,D1,No service,No service,EDL /ODA
508285,Y,Y,Y,Bhuvanagiri,TS,2,4,D2,No service,No service,EDL /ODA
673101,Y,Y,Y,Vadakara,KL,3,5,D2,No service,No service,EDL /ODA
523110,Y,Y,Y,Pamuru,AP,3,4,D2,No service,No service,EDL /ODA
735201,Y,Y,Y,Birpara,WB,2,3,D2,No service,No service,EDL /ODA
206245,Y,Y,Y,Etawah,UP,2,2,B,No service,No service,EDL /ODA
530048,Y,Y,Y,Visakhapatnam,AP,2,4,D2,No service,No service,EDL /ODA
521247,Y,Y,Y,Pamarru,AP,3,4,D2,No service,No service,EDL /ODA
422215,Y,Y,Y,Nashik,MH,3,4,D1,No service,No service,EDL /ODA
626136,Y,Y,Y,Rajapalayam,TN,3,5,D2,No service,No service,EDL /ODA
425306,Y,Y,Y,Raver,MH,3,4,D1,No service,No service,EDL /ODA
575024,Y,Y,Y,Ullal,KA,3,4,D2,No service,No service,0
403112,Y,Y,Y,Panjim,GA,3,4,#N/A,No service,No service,0
223106,Y,Y,Y,Shahganj,UP,3,3,D1,No service,No service,EDL /ODA
627451,Y,Y,Y,Tirunelveli,TN,3,5,D2,No service,No service,EDL /ODA
673124,Y,Y,Y,Kalpetta,KL,2,5,D2,No service,No service,EDL /ODA
361306,Y,Y,Y,Khambhalia,GJ,3,3,D1,No service,No service,EDL /ODA
416013,Y,Y,Y,Kolhapur,MH,2,4,D2,WEST,KHL,Yes
486333,Y,Y,Y,Deotalab,MP,2,3,D1,No service,No service,EDL /ODA
670641,Y,Y,Y,Thalassery,KL,3,5,D2,No service,No service,EDL /ODA
642003,Y,Y,Y,Pollachi,TN,2,4,D2,SOUTH,POL,Yes
400074,Y,Y,Y,Mumbai,MH,2,3,C2,WEST,BOM,Yes
689646,Y,Y,Y,Pathanamthitta,KL,3,5,D2,No service,No service,EDL /ODA
590014,Y,Y,Y,Belgaum,KA,3,4,D2,SOUTH,IXG,Yes
576228,Y,Y,Y,Bhatkal,KA,3,4,D2,No service,No service,EDL /ODA
387411,Y,Y,Y,Nadiad,GJ,2,3,D1,No service,No service,EDL /ODA
573101,Y,Y,Y,Belur,KA,3,5,D2,No service,No service,EDL /ODA
736204,Y,Y,Y,Cooch Behar,WB,2,4,D2,No service,No service,EDL /ODA
412204,Y,Y,Y,Supe,MH,2,3,D2,No service,No service,EDL /ODA
364310,Y,Y,Y,Sihor,GJ,3,4,D1,No service,No service,EDL /ODA
